"","CNTY","PREC","PCTKEY","cntykey","SDLEA10","NAME","NAME2","DISTRICT_N","NCES_DISTR"
"5424","201","0414","2010414",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"6022.1","71","0008","710008",36,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"6025.1","71","0011","710011",36,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"7001.5","71","0005","710005",36,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"7119","201","0532","2010532",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"7136.1","201","0013","2010013",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"8023.2","201","0102","2010102",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"8071","201","0100","2010100",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"8072","201","0099","2010099",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"8073","201","0248","2010248",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"8074","201","0533","2010533",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"8075.1","201","0249","2010249",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"8097.3","201","0346","2010346",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"8232.1","201","0561","2010561",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"8412","201","0250","2010250",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"8472","201","0456","2010456",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"8473.2","201","0740","2010740",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"8475","201","0739","2010739",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"8476.4","201","0220","2010220",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"8477.4","201","0063","2010063",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"8479.2","201","0387","2010387",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"8491.2","201","0103","2010103",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"8492.3","201","0531","2010531",101,"21150","Goose Creek Consolidated ISD","Goose Creek Cons","101911","4821150"
"707.3","167","0103","1670103",84,"08190","Anahuac ISD","Anahuac","36901","4808190"
"708.3","167","0104","1670104",84,"08190","Anahuac ISD","Anahuac","36901","4808190"
"1170.3","71","0003","710003",36,"08190","Anahuac ISD","Anahuac","36901","4808190"
"1171.4","71","0012","710012",36,"08190","Anahuac ISD","Anahuac","36901","4808190"
"1172.3","71","0013","710013",36,"08190","Anahuac ISD","Anahuac","36901","4808190"
"2318.2","71","0001","710001",36,"08190","Anahuac ISD","Anahuac","36901","4808190"
"2319","71","0009","710009",36,"08190","Anahuac ISD","Anahuac","36901","4808190"
"2736.6","291","0004","2910004",146,"08190","Anahuac ISD","Anahuac","36901","4808190"
"3404.3","291","0006","2910006",146,"08190","Anahuac ISD","Anahuac","36901","4808190"
"5730.2","291","0029","2910029",146,"08190","Anahuac ISD","Anahuac","36901","4808190"
"6020.3","71","0002","710002",36,"08190","Anahuac ISD","Anahuac","36901","4808190"
"6021.1","71","0006","710006",36,"08190","Anahuac ISD","Anahuac","36901","4808190"
"6022.2","71","0008","710008",36,"08190","Anahuac ISD","Anahuac","36901","4808190"
"6023.3","71","0010","710010",36,"08190","Anahuac ISD","Anahuac","36901","4808190"
"6024.4","71","0007","710007",36,"08190","Anahuac ISD","Anahuac","36901","4808190"
"6245.3","291","0011","2910011",146,"08190","Anahuac ISD","Anahuac","36901","4808190"
"7001.6","71","0005","710005",36,"08190","Anahuac ISD","Anahuac","36901","4808190"
"7562.3","167","0151","1670151",84,"08190","Anahuac ISD","Anahuac","36901","4808190"
"7580.3","167","0168","1670168",84,"08190","Anahuac ISD","Anahuac","36901","4808190"
"7826.1","71","0014","710014",36,"08190","Anahuac ISD","Anahuac","36901","4808190"
"958.1","215","0169","2150169",108,"31230","Monte Alto ISD","Monte Alto","108915","4831230"
"959.2","215","0153","2150153",108,"31230","Monte Alto ISD","Monte Alto","108915","4831230"
"960.2","215","0015","2150015",108,"31230","Monte Alto ISD","Monte Alto","108915","4831230"
"3303.2","215","0237","2150237",108,"31230","Monte Alto ISD","Monte Alto","108915","4831230"
"3305.1","215","0092","2150092",108,"31230","Monte Alto ISD","Monte Alto","108915","4831230"
"3306.1","215","0033","2150033",108,"31230","Monte Alto ISD","Monte Alto","108915","4831230"
"3308.2","215","0079","2150079",108,"31230","Monte Alto ISD","Monte Alto","108915","4831230"
"5756","215","0184","2150184",108,"31230","Monte Alto ISD","Monte Alto","108915","4831230"
"8581.2","489","0005","4890005",245,"31230","Monte Alto ISD","Monte Alto","108915","4831230"
"8749.1","215","0018","2150018",108,"31230","Monte Alto ISD","Monte Alto","108915","4831230"
"8750.1","215","0180","2150180",108,"31230","Monte Alto ISD","Monte Alto","108915","4831230"
"8402.1","489","0006","4890006",245,"39000","San Perlita ISD","San Perlita","245904","4839000"
"8403.1","489","0010","4890010",245,"39000","San Perlita ISD","San Perlita","245904","4839000"
"8532.1","261","0006","2610006",131,"39000","San Perlita ISD","San Perlita","245904","4839000"
"8582.1","489","0008","4890008",245,"39000","San Perlita ISD","San Perlita","245904","4839000"
"8583","489","0002","4890002",245,"39000","San Perlita ISD","San Perlita","245904","4839000"
"1977","489","0009","4890009",245,"36540","Raymondville ISD","Raymondville","245903","4836540"
"3311.3","215","0019","2150019",108,"36540","Raymondville ISD","Raymondville","245903","4836540"
"8399","489","0011","4890011",245,"36540","Raymondville ISD","Raymondville","245903","4836540"
"8400","489","0003","4890003",245,"36540","Raymondville ISD","Raymondville","245903","4836540"
"8402.2","489","0006","4890006",245,"36540","Raymondville ISD","Raymondville","245903","4836540"
"8532.2","261","0006","2610006",131,"36540","Raymondville ISD","Raymondville","245903","4836540"
"8533.3","261","0004","2610004",131,"36540","Raymondville ISD","Raymondville","245903","4836540"
"8579","489","0007","4890007",245,"36540","Raymondville ISD","Raymondville","245903","4836540"
"8580.1","489","0001","4890001",245,"36540","Raymondville ISD","Raymondville","245903","4836540"
"8581.3","489","0005","4890005",245,"36540","Raymondville ISD","Raymondville","245903","4836540"
"8582.2","489","0008","4890008",245,"36540","Raymondville ISD","Raymondville","245903","4836540"
"8583.1","489","0002","4890002",245,"36540","Raymondville ISD","Raymondville","245903","4836540"
"3305.2","215","0092","2150092",108,"26850","Lasara ISD","Lasara","245901","4826850"
"3306.2","215","0033","2150033",108,"26850","Lasara ISD","Lasara","245901","4826850"
"3311.4","215","0019","2150019",108,"26850","Lasara ISD","Lasara","245901","4826850"
"5756.1","215","0184","2150184",108,"26850","Lasara ISD","Lasara","245901","4826850"
"8579.1","489","0007","4890007",245,"26850","Lasara ISD","Lasara","245901","4826850"
"8580.2","489","0001","4890001",245,"26850","Lasara ISD","Lasara","245901","4826850"
"8581.4","489","0005","4890005",245,"26850","Lasara ISD","Lasara","245901","4826850"
"8749.2","215","0018","2150018",108,"26850","Lasara ISD","Lasara","245901","4826850"
"8750.2","215","0180","2150180",108,"26850","Lasara ISD","Lasara","245901","4826850"
"954.2","215","0213","2150213",108,"26340","La Villa ISD","La Villa","108914","4826340"
"958.2","215","0169","2150169",108,"26340","La Villa ISD","La Villa","108914","4826340"
"1978","489","0004","4890004",245,"26340","La Villa ISD","La Villa","108914","4826340"
"2294","61","0027","610027",31,"26340","La Villa ISD","La Villa","108914","4826340"
"3273.1","215","0001","2150001",108,"26340","La Villa ISD","La Villa","108914","4826340"
"3306.3","215","0033","2150033",108,"26340","La Villa ISD","La Villa","108914","4826340"
"3308.3","215","0079","2150079",108,"26340","La Villa ISD","La Villa","108914","4826340"
"5025","61","0058","610058",31,"26340","La Villa ISD","La Villa","108914","4826340"
"5749","215","0017","2150017",108,"26340","La Villa ISD","La Villa","108914","4826340"
"5756.2","215","0184","2150184",108,"26340","La Villa ISD","La Villa","108914","4826340"
"948.1","215","0235","2150235",108,"30250","Mercedes ISD","Mercedes","108907","4830250"
"949.1","215","0155","2150155",108,"30250","Mercedes ISD","Mercedes","108907","4830250"
"950","215","0249","2150249",108,"30250","Mercedes ISD","Mercedes","108907","4830250"
"951","215","0056","2150056",108,"30250","Mercedes ISD","Mercedes","108907","4830250"
"952.2","215","0202","2150202",108,"30250","Mercedes ISD","Mercedes","108907","4830250"
"954.3","215","0213","2150213",108,"30250","Mercedes ISD","Mercedes","108907","4830250"
"958.3","215","0169","2150169",108,"30250","Mercedes ISD","Mercedes","108907","4830250"
"971.1","215","0046","2150046",108,"30250","Mercedes ISD","Mercedes","108907","4830250"
"1639.1","215","0085","2150085",108,"30250","Mercedes ISD","Mercedes","108907","4830250"
"2579","215","0032","2150032",108,"30250","Mercedes ISD","Mercedes","108907","4830250"
"3264.2","215","0041","2150041",108,"30250","Mercedes ISD","Mercedes","108907","4830250"
"3273.2","215","0001","2150001",108,"30250","Mercedes ISD","Mercedes","108907","4830250"
"3274.2","215","0040","2150040",108,"30250","Mercedes ISD","Mercedes","108907","4830250"
"3308.4","215","0079","2150079",108,"30250","Mercedes ISD","Mercedes","108907","4830250"
"5022","61","0026","610026",31,"30250","Mercedes ISD","Mercedes","108907","4830250"
"5023","61","0024","610024",31,"30250","Mercedes ISD","Mercedes","108907","4830250"
"5025.1","61","0058","610058",31,"30250","Mercedes ISD","Mercedes","108907","4830250"
"958.4","215","0169","2150169",108,"39360","Santa Rosa ISD","Santa Rosa","31914","4839360"
"2294.1","61","0027","610027",31,"39360","Santa Rosa ISD","Santa Rosa","31914","4839360"
"5025.2","61","0058","610058",31,"39360","Santa Rosa ISD","Santa Rosa","31914","4839360"
"5028","61","0028","610028",31,"39360","Santa Rosa ISD","Santa Rosa","31914","4839360"
"5029","61","0064","610064",31,"39360","Santa Rosa ISD","Santa Rosa","31914","4839360"
"950.1","215","0249","2150249",108,"26040","La Feria ISD","La Feria","31905","4826040"
"958.5","215","0169","2150169",108,"26040","La Feria ISD","La Feria","31905","4826040"
"1639.2","215","0085","2150085",108,"26040","La Feria ISD","La Feria","31905","4826040"
"2294.2","61","0027","610027",31,"26040","La Feria ISD","La Feria","31905","4826040"
"3273.3","215","0001","2150001",108,"26040","La Feria ISD","La Feria","31905","4826040"
"5022.1","61","0026","610026",31,"26040","La Feria ISD","La Feria","31905","4826040"
"5023.1","61","0024","610024",31,"26040","La Feria ISD","La Feria","31905","4826040"
"5025.3","61","0058","610058",31,"26040","La Feria ISD","La Feria","31905","4826040"
"5026","61","0055","610055",31,"26040","La Feria ISD","La Feria","31905","4826040"
"5029.1","61","0064","610064",31,"26040","La Feria ISD","La Feria","31905","4826040"
"949.2","215","0155","2150155",108,"39330","Santa Maria ISD","Santa Maria","31913","4839330"
"950.2","215","0249","2150249",108,"39330","Santa Maria ISD","Santa Maria","31913","4839330"
"5021","61","0023","610023",31,"39330","Santa Maria ISD","Santa Maria","31913","4839330"
"5022.2","61","0026","610026",31,"39330","Santa Maria ISD","Santa Maria","31913","4839330"
"5023.2","61","0024","610024",31,"39330","Santa Maria ISD","Santa Maria","31913","4839330"
"1978.1","489","0004","4890004",245,"37170","Rio Hondo ISD","Rio Hondo","31911","4837170"
"2256","61","0020","610020",31,"37170","Rio Hondo ISD","Rio Hondo","31911","4837170"
"2257","61","0002","610002",31,"37170","Rio Hondo ISD","Rio Hondo","31911","4837170"
"2258","61","0099","610099",31,"37170","Rio Hondo ISD","Rio Hondo","31911","4837170"
