"","precinct","party","votes"
"1225","1630002","D",286
"1226","1630003","D",346
"1227","1630004A","D",309
"1228","1630004B","D",2
"1229","1630005","D",81
"1230","1630006","D",82
"1231","1630008","D",342
"1232","1630009","D",274
"1233","1630010","D",184
"1234","1670103","D",148
"1235","1670104","D",111
"1236","1670105","D",57
"1237","1670142","D",592
"1238","1670144","D",444
"1239","1670146","D",590
"1240","1670148","D",820
"1241","1670150","D",489
"1242","1670151","D",431
"1243","1670152","D",790
"1244","1670159","D",685
"1245","1670165","D",623
"1246","1670166","D",505
"1247","1670167","D",896
"1248","1670168","D",0
"1249","1670169","D",0
"1250","1670170","D",476
"1251","1670172","D",91
"1252","1670192","D",116
"1253","1670193","D",445
"1254","1670197","D",137
"1255","1670218","D",962
"1256","1670219","D",498
"1257","1670220","D",1072
"1258","1670221","D",321
"1259","1670223","D",804
"1260","1670224","D",944
"1261","1670225","D",542
"1262","1670226","D",464
"1263","1670227","D",347
"1264","1670228","D",348
"1265","1670232","D",573
"1266","1670258","D",235
"1267","1670263","D",1090
"1268","1670274","D",113
"1269","1670275","D",42
"1270","1670276","D",516
"1271","1670277","D",250
"1272","1670278","D",308
"1273","1670279","D",108
"1274","1670280","D",22
"1275","1670281","D",33
"1276","1670283","D",639
"1277","1670301","D",377
"1278","1670306","D",1422
"1279","1670309","D",23
"1280","1670311","D",414
"1281","1670312","D",0
"1282","1670314","D",1545
"1283","1670315","D",1321
"1284","1670316A","D",759
"1285","1670316B","D",0
"1286","1670330","D",936
"1287","1670331","D",1086
"1288","1670334","D",591
"1289","1670336","D",2156
"1290","1670338","D",1138
"1291","1670340","D",301
"1292","1670341","D",329
"1293","1670343","D",565
"1294","1670345","D",371
"1295","1670347","D",508
"1296","1670389","D",264
"1297","1670391","D",41
"1298","1670394","D",10
"1299","1670398","D",150
"1300","1670399","D",76
"1301","1670401","D",0
"1302","1670439","D",712
"1303","1670453","D",848
"1304","1670454","D",879
"1305","1670455","D",413
"1306","1670456","D",442
"1307","1670457","D",532
"1308","1670460","D",677
"1309","1670461","D",445
"1310","1670462","D",540
"1311","1670464","D",504
"1312","1670471","D",486
"1313","1670482","D",16
"1314","1670487","D",980
"1315","1670488","D",761
"1316","1670490","D",727
"1317","1671051","D",153
"1318","1671651","D",0
"1319","1672321","D",0
"1320","1672322","D",0
"1321","1672323","D",57
"1322","1672801","D",0
"1323","1673061","D",0
"1324","1673301","D",1
"1325","1673311","D",109
"1326","1674391","D",2
"1327","1710001","D",277
"1328","1710002","D",154
"1329","1710003","D",117
"1330","1710004","D",388
"1331","1710005","D",94
"1332","1710006","D",49
"1333","1710007","D",209
"1334","1710008","D",27
"1335","1710009","D",9
"1336","1710010","D",110
"1337","1710012","D",203
"1338","1710013","D",157
"1339","1710015","D",115
"1340","1750011","D",324
"1341","1750012","D",40
"1342","1750021","D",280
"1343","1750022","D",86
"1344","1750031","D",153
"1345","1750032","D",59
"1346","1750041","D",50
"1347","1750042","D",55
"1348","1750043","D",33
"1349","1770001","D",333
"1350","1770002","D",231
"1351","1770003","D",233
"1352","1770005","D",79
"1353","1770007","D",37
"1354","1770008","D",31
"1355","1770009","D",265
"1356","1770010","D",58
"1357","1770011","D",14
"1358","1770012","D",23
"1359","1770013","D",37
"1360","1770014","D",13
"1361","1770015","D",32
"1362","17704/6","D",148
"1363","1830001","D",247
"1364","1830002","D",529
"1365","1830003","D",511
"1366","1830004","D",381
"1367","1830005","D",441
"1368","1830006","D",202
"1369","1830007","D",282
"1370","1830008","D",549
"1371","1830009","D",620
"1372","1830010","D",659
"1373","1830011","D",530
"1374","1830012","D",258
"1375","1830013","D",370
"1376","1830014","D",386
"1377","1830015","D",190
"1378","1830016","D",328
"1379","1830017","D",239
"1380","1830018","D",991
"1381","1830019","D",1493
"1382","1830020","D",1052
"1383","1830021","D",939
"1384","1870101","D",90
"1385","1870102A","D",167
"1386","1870102B","D",3
"1387","1870103","D",112
"1388","1870104","D",190
"1389","1870105","D",337
"1390","1870106","D",414
"1391","1870107","D",110
"1392","1870108","D",137
"1393","1870109","D",54
"1394","1870110","D",58
"1395","1870111","D",41
"1396","1870112","D",71
"1397","1870113","D",148
"1398","1870114","D",117
"1399","1870115","D",16
"1400","1870116","D",326
"1401","1870117","D",457
"1402","1870118","D",16
"1403","1870119","D",231
"1404","1870120","D",151
"1405","1870121","D",16
"1406","1870122","D",9
"1407","1870123","D",0
"1408","1870124","D",0
"1409","1870125","D",14
"1410","1870126","D",4
"1411","1870127","D",3
"1412","1870201","D",117
"1413","1870202","D",375
"1414","1870203","D",144
"1415","1870204","D",424
"1416","1870205","D",161
"1417","1870206","D",541
"1418","1870207","D",288
"1419","1870208","D",310
"1420","1870209","D",259
"1421","1870210","D",192
"1422","1870211","D",24
"1423","1870212","D",49
"1424","1870213","D",235
"1425","1870214","D",83
"1426","1870215","D",113
"1427","1870216","D",9
"1428","1870217","D",31
"1429","1870218","D",18
"1430","1870219","D",23
"1431","1870220","D",22
"1432","1870221","D",4
"1433","1870222","D",0
"1434","1870223","D",69
"1435","1870224","D",46
"1436","1870225","D",9
"1437","1870226","D",53
"1438","1870301","D",540
"1439","1870302","D",919
"1440","1870303","D",1303
"1441","1870304","D",1214
"1442","1870305","D",825
"1443","1870306","D",824
"1444","1870401","D",174
"1445","1870402","D",410
"1446","1870403","D",519
"1447","1870404","D",1251
"1448","1870405","D",206
"1449","1870406","D",158
"1450","1870407","D",189
"1451","1870408","D",542
"1452","1870409","D",1032
"1453","1870410","D",16
"1454","190101","D",162
"1455","190102","D",263
"1456","190203","D",259
"1457","190204","D",192
"1458","190305","D",189
"1459","190306","D",108
"1460","190407","D",176
"1461","190408","D",47
"1462","190409","D",84
"1463","190410","D",44
"1464","1930001","D",75
"1465","1930004","D",13
"1466","1930005","D",16
"1467","1930007","D",128
"1468","1930009","D",20
"1469","1930012","D",5
"1470","1930014","D",15
"1471","1930015","D",6
"1472","1930017","D",8
"1473","1930022","D",97
"1474","1930023","D",92
"1475","2010001A","D",1045
"1476","2010001B","D",0
"1477","2010002","D",677
"1478","2010003","D",633
"1479","2010004","D",743
"1480","2010005","D",621
"1481","2010006","D",1154
"1482","2010007","D",514
"1483","2010008","D",614
"1484","2010009","D",650
"1485","2010010","D",701
"1486","2010011","D",638
"1487","2010014","D",675
"1488","2010015","D",976
"1489","2010016","D",413
"1490","2010017","D",405
"1491","2010018","D",558
"1492","2010019","D",534
"1493","2010020","D",812
"1494","2010021","D",502
"1495","2010022","D",1110
"1496","2010023","D",156
"1497","2010024","D",250
"1498","2010025","D",481
"1499","2010026","D",857
"1500","2010027","D",1424
"1501","2010029","D",749
"1502","2010030","D",1130
"1503","2010031","D",1156
"1504","2010032","D",864
"1505","2010033","D",1434
"1506","2010034","D",1470
"1507","2010035","D",2
"1508","2010036","D",1176
"1509","2010037","D",1114
"1510","2010038","D",1330
"1511","2010039","D",1400
"1512","2010040","D",167
"1513","2010041","D",487
"1514","2010042","D",516
"1515","2010043","D",542
"1516","2010044","D",745
"1517","2010045","D",2587
"1518","2010046","D",957
"1519","2010047","D",707
"1520","2010048","D",438
"1521","2010049","D",665
"1522","2010050","D",1240
"1523","2010052","D",837
"1524","2010053","D",1137
"1525","2010054","D",560
"1526","2010055","D",847
"1527","2010056","D",337
"1528","2010057","D",1321
"1529","2010058","D",1033
"1530","2010059","D",1031
"1531","2010060","D",1285
"1532","2010061","D",679
"1533","2010062","D",883
"1534","2010064","D",804
"1535","2010065","D",849
"1536","2010066","D",388
"1537","2010067","D",1105
"1538","2010068","D",1521
"1539","2010069","D",473
"1540","2010070","D",1063
"1541","2010071","D",1559
"1542","2010072","D",869
"1543","2010073","D",446
"1544","2010074","D",622
"1545","2010075","D",628
"1546","2010076","D",689
"1547","2010077","D",5
"1548","2010078","D",615
"1549","2010079","D",1128
"1550","2010080","D",1276
"1551","2010081","D",758
"1552","2010082","D",547
"1553","2010083A","D",1437
"1554","2010083B","D",26
"1555","2010085","D",839
"1556","2010086","D",1126
"1557","2010087","D",807
"1558","2010089","D",349
"1559","2010093","D",1140
"1560","2010094","D",211
"1561","2010095","D",861
"1562","2010096","D",932
"1563","2010098","D",251
"1564","2010101","D",250
"1565","2010104","D",1061
"1566","2010105","D",806
"1567","2010106","D",87
"1568","2010107","D",806
"1569","2010108","D",820
"1570","2010109","D",1297
"1571","2010110","D",798
"1572","2010111","D",931
"1573","2010112","D",593
"1574","2010113","D",728
"1575","2010114","D",636
"1576","2010115","D",742
"1577","2010116","D",596
"1578","2010117","D",520
"1579","2010118","D",1135
"1580","2010119","D",564
"1581","2010120","D",845
"1582","2010121","D",187
"1583","2010122","D",929
"1584","2010123","D",679
"1585","2010124","D",918
"1586","2010125","D",647
"1587","2010126","D",279
"1588","2010127","D",281
"1589","2010128","D",623
"1590","2010129","D",1375
"1591","2010130","D",481
"1592","2010131","D",909
"1593","2010132","D",1294
"1594","2010133","D",909
"1595","2010134","D",553
"1596","2010135","D",736
"1597","2010136","D",1174
"1598","2010138","D",763
"1599","2010139","D",1287
"1600","2010140","D",1592
"1601","2010142","D",314
"1602","2010143A","D",0
"1603","2010143B","D",127
"1604","2010143C","D",536
"1605","2010144","D",535
"1606","2010145","D",776
"1607","2010146","D",828
"1608","2010147","D",1486
"1609","2010148","D",998
"1610","2010149","D",1430
"1611","2010150","D",731
"1612","2010151","D",354
"1613","2010152","D",1021
"1614","2010153","D",695
"1615","2010154","D",908
"1616","2010155","D",921
"1617","2010156","D",1667
"1618","2010157","D",1061
"1619","2010158","D",1452
"1620","2010159","D",399
"1621","2010160","D",322
"1622","2010161","D",518
"1623","2010162","D",454
"1624","2010163","D",1143
"1625","2010164","D",652
"1626","2010165","D",577
"1627","2010166","D",467
"1628","2010167","D",6
"1629","2010168","D",237
"1630","2010169","D",1164
"1631","2010170","D",472
"1632","2010171","D",684
"1633","2010172","D",247
"1634","2010173","D",612
"1635","2010175","D",1002
"1636","2010176","D",555
"1637","2010177","D",550
"1638","2010178","D",403
"1639","2010179","D",445
"1640","2010180","D",1278
"1641","2010181","D",823
"1642","2010182","D",1302
"1643","2010183","D",700
"1644","2010184","D",356
"1645","2010185","D",796
"1646","2010186","D",356
"1647","2010187","D",113
"1648","2010188","D",541
"1649","2010189","D",398
"1650","2010190","D",586
"1651","2010191","D",384
"1652","2010192","D",914
"1653","2010193","D",539
"1654","2010194","D",1027
"1655","2010195","D",855
"1656","2010196","D",143
"1657","2010197","D",1283
"1658","2010198","D",218
"1659","2010199","D",498
"1660","2010200","D",1286
"1661","2010201","D",308
"1662","2010202","D",605
"1663","2010203","D",319
"1664","2010204","D",979
"1665","2010205","D",891
"1666","2010206","D",1169
"1667","2010207","D",589
"1668","2010208","D",974
"1669","2010209","D",0
"1670","2010210","D",1363
"1671","2010211","D",1073
"1672","2010212","D",486
"1673","2010213","D",537
"1674","2010214","D",539
"1675","2010215","D",709
"1676","2010216","D",941
"1677","2010217","D",804
"1678","2010218","D",1128
"1679","2010219","D",1406
"1680","2010221","D",999
"1681","2010222","D",963
"1682","2010223","D",1627
"1683","2010224","D",806
"1684","2010225","D",1060
"1685","2010226","D",956
"1686","2010227","D",390
"1687","2010228","D",714
"1688","2010229","D",272
"1689","2010230","D",477
"1690","2010231","D",945
"1691","2010232","D",611
"1692","2010233","D",1665
"1693","2010234","D",778
"1694","2010235","D",605
"1695","2010236","D",886
"1696","2010237","D",1004
"1697","2010238","D",859
"1698","2010239","D",981
"1699","2010240","D",1250
"1700","2010241","D",698
"1701","2010242","D",428
"1702","2010243","D",278
"1703","2010244","D",892
"1704","2010246","D",869
"1705","2010247","D",769
"1706","2010252","D",1160
"1707","2010253","D",1014
"1708","2010254","D",518
"1709","2010255","D",982
"1710","2010256","D",1223
"1711","2010257","D",1178
"1712","2010258","D",665
"1713","2010259","D",1381
"1714","2010260","D",339
"1715","2010261","D",662
"1716","2010262","D",968
"1717","2010263","D",673
"1718","2010264","D",776
"1719","2010265","D",693
"1720","2010266","D",783
"1721","2010267","D",428
"1722","2010268","D",751
"1723","2010269","D",369
"1724","2010270","D",1080
"1725","2010271","D",1442
"1726","2010272","D",785
"1727","2010273","D",378
"1728","2010274","D",465
"1729","2010275","D",746
"1730","2010276","D",1247
"1731","2010277","D",582
"1732","2010278","D",866
"1733","2010279","D",480
"1734","2010280","D",560
"1735","2010281","D",899
"1736","2010282","D",559
"1737","2010283A","D",2843
"1738","2010283B","D",30
"1739","2010284","D",1420
"1740","2010285","D",1361
"1741","2010286","D",2034
"1742","2010287","D",622
"1743","2010288","D",1148
"1744","2010289","D",515
"1745","2010291","D",482
"1746","2010292","D",628
"1747","2010293","D",736
"1748","2010294","D",1029
"1749","2010295","D",362
"1750","2010296","D",532
"1751","2010297","D",687
"1752","2010298","D",693
"1753","2010299","D",433
"1754","2010300","D",825
"1755","2010301","D",719
"1756","2010302","D",885
"1757","2010303","D",586
"1758","2010304","D",687
"1759","2010305","D",1812
"1760","2010308","D",534
"1761","2010309","D",615
"1762","2010310","D",324
"1763","2010311","D",823
"1764","2010312","D",1006
"1765","2010313","D",8
"1766","2010314","D",1545
"1767","2010315","D",461
"1768","2010316","D",487
"1769","2010317","D",580
"1770","2010318","D",2101
"1771","2010319","D",1171
"1772","2010320","D",515
"1773","2010321","D",828
"1774","2010322","D",361
"1775","2010323","D",549
"1776","2010324","D",633
"1777","2010325","D",802
"1778","2010326","D",263
"1779","2010327","D",823
"1780","2010328","D",473
"1781","2010329","D",600
"1782","2010330","D",568
"1783","2010331","D",354
"1784","2010332","D",1639
"1785","2010334","D",278
"1786","2010335","D",531
"1787","2010336","D",2813
"1788","2010337","D",429
"1789","2010338","D",1609
"1790","2010339","D",774
"1791","2010340","D",603
"1792","2010341","D",485
"1793","2010342","D",397
"1794","2010343","D",843
"1795","2010344","D",539
"1796","2010345","D",687
"1797","2010349","D",310
"1798","2010350","D",1258
"1799","2010351","D",644
"1800","2010353","D",1955
"1801","2010354","D",1535
"1802","2010355","D",947
"1803","2010356","D",905
"1804","2010357","D",524
"1805","2010358","D",985
"1806","2010359","D",1148
"1807","2010360","D",1248
"1808","2010361","D",769
"1809","2010362","D",870
"1810","2010363","D",1294
"1811","2010364","D",849
"1812","2010365","D",849
"1813","2010366","D",1128
"1814","2010367","D",465
"1815","2010368","D",421
"1816","2010369","D",87
"1817","2010370","D",753
"1818","2010371","D",266
"1819","2010372","D",606
"1820","2010373","D",68
"1821","2010374","D",247
"1822","2010375","D",843
"1823","2010376","D",707
"1824","2010378","D",375
"1825","2010379","D",1113
"1826","2010380","D",1369
"1827","2010383","D",770
"1828","2010384","D",1238
"1829","2010385","D",391
"1830","2010388","D",1618
"1831","2010389","D",546
"1832","2010390","D",797
"1833","2010392","D",770
"1834","2010393","D",345
"1835","2010394","D",224
"1836","2010395","D",419
"1837","2010396","D",1166
"1838","2010397","D",200
"1839","2010398","D",1160
"1840","2010399","D",1077
"1841","2010400","D",627
"1842","2010401","D",864
"1843","2010402","D",1070
"1844","2010403","D",610
"1845","2010404","D",784
"1846","2010405","D",330
"1847","2010406","D",319
"1848","2010407","D",839
"1849","2010408","D",542
"1850","2010409","D",515
